"Image Path","TimeStamp","Camera Make","Camera Model","Lat Ref","Latitude","Lon Ref","Longitude"
"./TESTIMAGES/Deutchland.JPG","2010:06:23 15:32:25","Apple","iPhone 3G","N","47.97500000","E","7.82966667"
"./TESTIMAGES/kinderscout.jpg","2008:01:12 12:06:52","NIKON CORPORATION","NIKON D50","N","53.40716667","W","-1.90366667"
"./TESTIMAGES/Disney.jpg","2010:08:18 11:38:37","Canon","Canon EOS 1000D","N","28.41878951","W","-81.58097209"
"./TESTIMAGES/Cat.jpg","2008:08:05 20:59:32","Canon","Canon EOS 400D DIGITAL","N","59.92475508","E","10.69559812"
"./TESTIMAGES/Munich.JPG","2010:06:21 16:00:57","Apple","iPhone 3G","N","48.14133333","E","11.57666667"
"./TESTIMAGES/Castle.JPG","2012:06:09 12:42:24","PENTAX             ","PENTAX K-5         ","","55.00733833","","11.91093333"
"./TESTIMAGES/Biking.jpg","2006:02:11 11:06:37","Canon","Canon PowerShot A80","N","33.87546082","W","-116.30161960"
"./TESTIMAGES/Turtle.jpg","2008:05:08 16:55:58","Canon","Canon EOS 5D","N","25.33840000","E","34.73966600"
"./TESTIMAGES/dscn0011.jpg","2009:03:14 13:46:34","NIKON","COOLPIX P6000","N","42.50123500","W","-83.25066333"
